people_ID,infect_prob
5942,51.050243
18664,50.98752
5603,50.16497
5649,50.14604
5099,50.79213
18749,51.003677
5228,50.210854
5559,50.630875
5220,50.1617
5476,50.738873
5260,50.544716
17638,50.975872
18635,50.77939
18794,60.702396
5263,50.677917
17680,57.74873
18030,50.670853
18090,50.522476
18455,50.508
18155,50.289165
18116,61.7214
18144,50.740643
5218,56.201286
5386,50.747295
18105,56.847157
5735,50.53302
5900,50.120106
18391,51.03312
5786,51.002796
18639,50.35541
17984,50.76666
18274,50.83784
5425,50.46564
6076,50.939495
18545,50.3677
17697,59.84282
6137,50.623306
6083,50.573647
17730,50.723217
5896,60.349495
18906,50.24802
17808,50.79244
6078,50.65847
5516,50.47964
18093,50.920536
6120,51.41298
18154,51.02933
17935,50.370888
18769,56.72613
18264,50.35529
18076,48.398937
18035,50.929554
18051,50.618973
18676,50.37872
5332,50.05891
5898,57.092194
18370,50.621555
17706,50.041306
5198,50.949924
18360,50.54395
18240,50.69985
18691,50.68553
5768,51.191017
18315,50.423504
18776,50.483242
6225,50.681053
17983,54.834023
17973,51.262756
5805,60.297787
5500,51.4967
5305,50.387295
18243,50.10217
5169,50.274723
5258,50.79503
17810,55.557587
5714,50.75559
6070,50.128384
5959,60.36561
18771,51.152702
17765,50.476986
18822,50.993027
17735,64.35447
17966,50.613407
18861,50.995377
18236,50.55268
18750,57.202053
17809,54.289307
6049,50.33708
18465,49.907482
6201,50.863518
18877,50.148567
5087,50.077354
17742,50.40484
17941,56.04439
18421,50.2898
18489,50.683907
6299,60.310207
18428,50.615395
5563,57.31386
18796,53.790646
5849,50.69652
5661,50.421925
5893,50.243744
5378,53.241627
5622,50.43339
5823,50.230904
18521,50.211693
5502,49.91245
18785,50.226925
17783,50.961487
18424,57.18682
18147,50.344173
18881,53.799408
18851,50.331364
17686,50.539925
5100,50.419163
5213,49.991703
18252,49.892605
5576,50.03284
18050,50.33094
5875,50.24121
6059,49.96296
18599,50.49864
5173,50.435017
5461,50.92506
5151,62.32853
5266,50.588554
5514,57.94246
5224,50.301342
18069,50.256954
5587,50.78434
17874,50.21563
5536,50.860405
5215,50.86593
5400,57.526524
17857,49.84647
6043,54.567356
18330,50.049362
18333,50.55147
17788,50.277424
18332,53.35405
17836,50.372208
5247,50.150135
5922,50.410355
18641,52.759098
5951,61.869526
18807,50.321865
18293,55.828766
18775,50.890682
5601,50.18051
5102,50.974796
18464,50.31113
17713,50.69724
18557,50.76167
18854,49.90878
18401,50.83513
18699,59.108547
5706,57.555267
5747,50.231415
5496,50.48081
18308,50.514183
5345,53.71552
18525,50.06417
18258,55.692963
6062,50.750465
17921,49.9104
5303,49.99493
18592,50.02655
5814,49.812347
18805,50.73039
5910,50.20025
5201,49.954243
5724,63.961765
17693,50.07291
5407,50.40258
18617,50.23996
18173,49.71732
18875,50.128178
5225,50.367752
5858,50.24547
5091,50.208595
5254,50.43936
18801,49.87971
6009,50.333813
18149,50.557175
6105,51.062927
5974,50.350563
17967,58.435844
5781,50.26678
5834,49.815533
17683,50.52074
5338,50.516468
18400,58.353134
18633,50.47051
6162,50.139072
18598,50.173294
5212,50.238045
18731,50.196693
18177,50.305187
5232,59.502304
5753,50.02918
5118,50.30675
18055,57.82718
18151,62.94895
5572,49.791832
18502,51.145744
18178,49.50111
6276,50.765736
5226,58.305935
18411,50.759068
6134,49.81048
5177,49.960938
18031,49.612396
17853,50.390553
6171,50.41324
5725,58.4852
6282,50.405174
18762,50.46882
17909,49.560112
18357,51.089066
5981,49.916573
5862,49.866764
18461,50.507977
5275,50.073174
6084,50.319393
18403,49.500877
17856,50.72258
17723,49.908524
6103,49.650055
17897,50.12557
6042,49.570145
6219,60.928127
5697,60.101906
18636,60.657585
5343,50.354347
5994,49.72884
5956,58.661884
5666,50.612103
18791,49.84568
5686,49.998905
6027,50.3281
5751,49.777836
18812,61.921844
18688,50.72984
18441,59.246155
5508,49.327133
5889,49.774025
5843,50.421925
5459,49.811966
18141,50.250793
18757,57.89567
6313,50.225555
6032,56.293816
18475,50.252563
17702,50.32568
5815,50.336147
18816,50.206253
18589,49.54417
17738,49.622124
18553,50.277992
5538,50.018368
18472,49.752495
5453,49.614273
18026,49.761307
18409,50.013603
5444,49.635406
17965,50.391785
18541,49.767456
5371,50.139088
6051,50.41902
18882,50.538147
5108,49.745674
6005,51.125492
5380,49.5868
6151,50.2054
18195,49.50512
17695,50.525494
5101,50.123974
5255,49.52302
5579,50.751957
18509,49.726135
5257,49.77858
6310,58.352596
5431,49.475113
17703,49.940388
18316,50.157818
5174,49.696873
18337,50.129913
18515,49.654423
17993,51.689075
6232,50.418716
5339,50.52215
5972,50.528404
6097,49.846172
5130,49.87248
5934,50.041245
17646,54.43447
5803,49.286777
18134,62.368107
18301,50.94263
18071,49.36957
5973,49.820347
17972,62.12649
6212,58.40455
17886,50.313564
18584,49.584396
18027,54.3964
5093,49.96544
5817,50.340385
5519,50.01662
18127,50.503338
6144,49.33793
5430,49.9796
6179,49.39666
5921,49.723194
5788,49.05084
17960,49.7967
5682,49.668568
5713,50.60805
18735,49.90675
18693,49.644104
6256,50.020844
18064,50.591774
18302,49.721165
5620,49.883373
18010,49.808754
18647,49.788605
5749,49.588703
18286,50.18992
5381,49.67046
6012,50.363598
18043,49.89678
18845,56.347248
17736,49.549854
17919,50.49938
5297,49.023827
17651,50.101696
5109,49.277145
5756,50.0433
17628,49.57815
6237,50.00668
18407,49.49467
5157,49.582405
17902,49.810936
18650,49.687843
5589,49.305843
6010,50.00008
18792,49.819157
17932,49.729076
18568,49.57809
17684,48.754196
5573,49.289936
17685,49.87051
5948,51.73186
5469,49.4089
18736,60.71668
17664,49.66911
6319,58.69659
5421,50.59945
18648,50.41223
18369,54.698288
6065,49.390797
18486,50.156414
5259,49.40081
18524,58.198544
17774,49.731564
5955,49.32501
17701,49.85474
6312,49.421658
18094,49.562695
17647,50.2666
5515,59.532997
18087,49.945644
18278,49.70434
18868,49.908806
18764,49.356426
5478,49.319702
6091,49.36633
18358,49.7465
18570,52.574245
17994,49.487103
17931,49.37125
18476,49.052876
6314,49.638824
5727,55.819958
5879,53.190002
6240,49.648613
17663,50.332775
18457,56.95738
18562,49.62738
17908,57.791264
18183,50.021736
5203,50.11306
18658,49.593246
18745,49.88785
17889,49.881977
5185,56.933193
6161,49.560596
5833,49.432644
5348,49.90578
6261,49.62789
5841,49.289837
5503,49.788193
5187,50.198627
18789,49.7326
5674,50.07598
18768,50.111942
18430,48.805252
5931,49.468834
18787,54.95588
5284,49.141636
18544,50.159298
18726,50.175045
17907,48.927814
17850,49.358944
18073,49.420647
5631,50.08734
6190,49.50337
5482,48.95398
18865,49.675365
18700,49.664505
6234,51.97103
5689,49.61305
18585,49.51095
17674,49.977074
17875,60.45106
5997,49.378067
5405,49.76666
18201,58.563477
18575,49.481228
5196,49.146744
17709,59.718758
5687,49.054417
6284,55.291702
6140,49.735096
18352,49.641907
17718,49.507088
6247,49.50365
18578,49.18417
18135,49.137115
6052,55.301212
5132,49.88036
5846,49.304012
5138,51.54654
5149,49.44718
6321,48.8151
18115,49.6591
5688,49.694393
5748,49.27225
17793,48.814857
5855,50.06429
6305,53.869034
18085,49.40436
5404,60.659897
5870,49.39313
18866,49.300716
5957,49.547367
18138,48.88409
6246,48.881893
18643,49.12984
6210,63.295403
17843,49.667236
18260,49.03112
5667,65.18412
18661,49.86112
18319,48.995834
5762,48.948803
17727,49.93174
18853,49.133858
6251,54.80266
18710,49.524403
18809,56.814606
6067,48.84893
6138,49.185436
5374,49.289505
18408,61.824413
5331,49.25667
5194,48.666496
18692,54.51756
18668,49.50704
5296,48.631775
5546,48.967197
5442,48.861855
5699,48.79603
18255,57.316624
5744,48.392925
18169,56.44523
18343,48.952694
17626,48.69129
17878,59.783375
5474,48.94451
18653,57.47085
5137,48.523193
5602,47.448093
5907,47.02995
5779,46.935017
18180,46.935017
18188,46.935017
18207,57.456467
5379,63.500717
18106,48.57167
5783,48.568623
17890,48.09529
5866,49.033104
18012,49.43269
17711,49.065308
6133,49.046207
6071,48.96137
5857,49.095356
18462,48.91199
5116,63.609222
6136,50.31031
17704,62.475636
5662,49.82258
17690,49.478893
6131,56.866848
18288,49.18127
18203,49.968147
18110,64.34272
17743,48.60084
5207,50.029945
5298,57.84583
5328,50.40564
18238,57.250652
5426,59.866882
6298,48.69561
6106,49.12962
5282,48.68002
6178,57.959705
18227,49.242237
17631,49.892757
5598,49.08883
17820,49.252834
18312,48.82788
18716,49.137276
18529,48.965263
17925,48.26738
18314,47.889847
5859,49.652473
6283,49.318993
5562,49.456436
5722,49.705635
18059,49.69305
5770,49.492577
18181,61.981956
17649,49.23252
5828,49.092594
5778,48.375343
17772,50.11279
18732,49.54173
6073,48.698845
18687,50.73708
5395,49.862324
6058,49.919315
18579,51.052135
18846,51.068195
5265,48.674934
17862,51.100323
5237,62.650963
17976,49.145912
18267,56.163628
6048,50.84948
18237,50.86117
18077,50.387474
18299,50.683304
5166,50.09087
5824,51.01937
5216,50.660072
18788,50.21797
6231,50.560776
5178,50.33139
18208,51.194748
18376,50.801918
5350,62.18596
5903,50.04042
18061,50.278156
18821,49.176064
18374,50.33527
5392,50.84868
